ImageName,Label,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta1_Lambda1_LocalEnergy,Theta1_Lambda1_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude
3453_original_2898a.png_afbd2f1c-0bb6-4098-8135-7d559c06dfb3.png,3453,68710,62441,65542,62947,72787,68710,62441,65542,62947,72787,74372,63743,67553,56674,69330,67269,66642,101619,112841,1339567,70808,71891,126270,125179,1355326,5161466,5134027,5114860,5127057,5153909,5161466,5134027,5114860,5127057,5153909,5164910,5136015,5116885,5128474,5157488,5170451,5143858,5101503,2883235,3042829,5179054,5154073,5104528,2880011,3039738
3453_original_2898a.png_675b8e39-6e60-4e73-9d27-5c85fa767e69.png,3453,80452,73354,78443,73211,79877,80452,73354,78443,73211,79877,83123,75679,79889,75255,83466,80842,82011,109744,184144,1359452,86226,90659,137098,209512,1375625,5167670,5136944,5113431,5128041,5160399,5167670,5136944,5113431,5128041,5160399,5169117,5138353,5114431,5129463,5161780,5174676,5147545,5097494,2876550,3036324,5183162,5157565,5100344,2873796,3033667
3453_original_379a.png_2a2e1664-430e-4e11-ba30-abc670867a40.png,3453,83672,71771,84591,78537,81802,83672,71771,84591,78537,81802,87740,67434,74425,65333,82541,78270,80745,128587,138596,1598554,78244,81161,133094,146526,1600982,6156486,6125289,6101395,6116623,6147910,6156486,6125289,6101395,6116623,6147910,6156600,6121732,6099215,6113121,6147545,6168732,6137521,6084089,3438564,3628820,6170478,6140255,6085796,3438302,3628536
3453_original_1387a.png_dd771a7c-0d30-438e-9c8c-5bd0fe2886f6.png,3453,77297,46028,53707,39184,93082,77297,46028,53707,39184,93082,75937,48521,55600,41643,95109,50106,50388,111722,91775,1417170,52903,53598,125679,96074,1428448,5442625,5410118,5395451,5404728,5431680,5442625,5410118,5395451,5404728,5431680,5445541,5412733,5396828,5406971,5434771,5455492,5420484,5381254,3050407,3218138,5463125,5428892,5382685,3048364,3216198
3453_original_970a.png_96637895-cc34-42cd-8361-5180998858dd.png,3453,65442,55347,59781,56087,69052,65442,55347,59781,56087,69052,71095,56106,63564,52528,67418,63157,65320,109815,111962,1281152,60406,61914,108620,110747,1281536,4906884,4879613,4861219,4872801,4899366,4906884,4879613,4861219,4872801,4899366,4912533,4884706,4865458,4877324,4905348,4920985,4895880,4851185,2739384,2891140,4920576,4895526,4850988,2739603,2891352
3453_original_2163a.png_e09cf97b-f599-497c-8f74-380d734dd9ad.png,3453,80585,49086,55735,42015,100222,80585,49086,55735,42015,100222,80824,50858,57664,42988,100666,53636,51804,114166,96714,1543524,55003,58446,136003,103423,1552770,5933611,5899200,5883243,5893345,5922146,5933611,5899200,5883243,5893345,5922146,5935756,5901734,5885232,5895812,5924528,5944424,5907936,5868058,3326788,3509756,5956587,5920896,5870999,3323151,3506294
3453_original_224a.png_b8d8d38b-7a24-44d9-a11f-f537158448cf.png,3453,35476,22494,24497,20025,46326,35476,22494,24497,20025,46326,39558,30866,31977,21941,47844,25343,26959,60563,44526,874403,26178,27723,65010,45368,877145,3373022,3357656,3351669,3355443,3367548,3373022,3357656,3351669,3355443,3367548,3380172,3364950,3356803,3362029,3375386,3382691,3366867,3347805,1894698,1999281,3385376,3369507,3347874,1893834,1998433
3453_original_388a.png_343c60c2-9d80-4cc0-b1b7-5fc0385de968.png,3453,34767,21873,24230,19659,42825,34767,21873,24230,19659,42825,36779,28585,30331,22163,45015,25665,26974,61636,40158,898711,24535,25174,54242,38058,893634,3471039,3457355,3452074,3455377,3466165,3471039,3457355,3452074,3455377,3466165,3477187,3463545,3456307,3460965,3472875,3482757,3468688,3448330,1949926,2057721,3478877,3464368,3447578,1951196,2058936
3453_original_266a.png_ca2e34d5-edc2-4a45-8994-d6a6a37eca15.png,3453,82395,77287,81476,74547,76706,82395,77287,81476,74547,76706,83294,77375,83999,78822,82310,81672,87833,124180,157170,1437216,82833,95851,133191,164935,1445125,5473233,5442817,5417910,5433295,5466162,5473233,5442817,5417910,5433295,5466162,5472368,5442133,5418269,5433266,5465136,5481438,5455073,5403174,3048026,3217346,5485223,5460203,5404641,3046855,3216173
3453_original_2163a.png_83cff1dd-cb29-476e-a87c-3bb4cf0aee23.png,3453,103700,86788,92008,87652,99283,103700,86788,92008,87652,99283,97516,89686,94378,90119,96350,98046,104621,136569,199215,1564781,98808,108340,169955,220168,1577231,5938350,5900960,5872588,5890306,5929147,5938350,5900960,5872588,5890306,5929147,5938554,5901042,5872008,5890173,5929444,5946672,5912913,5852925,3304325,3487629,5957146,5925278,5856537,3301152,3484577
3453_original_1094a.png_d396488d-bee1-4518-bbdd-96eb2b45854e.png,3453,69412,40941,46356,34521,83303,69412,40941,46356,34521,83303,67599,45444,50959,38602,86700,45856,47604,105960,81803,1415282,46022,48696,108262,81767,1415713,5448524,5419721,5406886,5414973,5438795,5448524,5419721,5406886,5414973,5438795,5454369,5425842,5411105,5420630,5445170,5464028,5433750,5396126,3056407,3224788,5465456,5435452,5396734,3056167,3224559
3453_original_5024a.png_8b2d0298-9038-4730-8c4e-ae8596ac4db5.png,3453,86159,52024,61919,46888,104910,86159,52024,61919,46888,104910,87209,52802,62258,46356,103914,56719,58930,132350,105689,1556246,56800,57953,130518,105161,1558371,5956457,5919320,5901845,5912954,5944138,5956457,5919320,5901845,5912954,5944138,5956819,5919610,5902014,5913114,5944568,5973797,5934150,5885492,3335405,3518810,5972848,5934185,5885952,3335783,3519197
3453_original_379a.png_efb6a826-591e-4903-980b-42c398530d33.png,3453,83672,71771,84591,78537,81802,83672,71771,84591,78537,81802,87740,67434,74425,65333,82541,78270,80745,128587,138596,1598554,78244,81161,133094,146526,1600982,6156486,6125289,6101395,6116623,6147910,6156486,6125289,6101395,6116623,6147910,6156600,6121732,6099215,6113121,6147545,6168732,6137521,6084089,3438564,3628820,6170478,6140255,6085796,3438302,3628536
3453_original_626a.png_3e7c8d13-7fd4-4718-8f44-c17f3272a05c.png,3453,77660,52033,57954,41671,92852,77660,52033,57954,41671,92852,73358,47336,53573,42529,93585,51550,52686,121163,92572,1563209,50540,53633,124691,93868,1563007,6003444,5971659,5955754,5965993,5993004,6003444,5971659,5955754,5965993,5993004,6000020,5967152,5952311,5961875,5988873,6016254,5982576,5939199,3364050,3549369,6018186,5984737,5939577,3363164,3548505
3453_original_224a.png_af39d4f2-d4b8-4658-9a7e-05223eae905b.png,3453,35476,22494,24497,20025,46326,35476,22494,24497,20025,46326,39558,30866,31977,21941,47844,25343,26959,60563,44526,874403,26178,27723,65010,45368,877145,3373022,3357656,3351669,3355443,3367548,3373022,3357656,3351669,3355443,3367548,3380172,3364950,3356803,3362029,3375386,3382691,3366867,3347805,1894698,1999281,3385376,3369507,3347874,1893834,1998433
3453_original_2163a.png_0f4a61a0-ffe2-44df-b7f0-958309a66a95.png,3453,95399,81207,86887,70727,89225,95399,81207,86887,70727,89225,91972,78500,81892,80644,95224,84965,81957,131011,139564,1553745,90967,91800,166538,159906,1570481,5935735,5899231,5873401,5889403,5926339,5935735,5899231,5873401,5889403,5926339,5927652,5892924,5869034,5884052,5917734,5940387,5906399,5852579,3307682,3490747,5952829,5920776,5856784,3303592,3486769
3453_original_1094a.png_bdda3d5d-ad43-4dd8-83b4-028853214093.png,3453,86493,74536,76566,71702,86565,86493,74536,76566,71702,86565,83313,80696,86916,81896,85808,86857,90641,122506,171531,1437216,81216,87642,133377,175776,1443512,5454527,5422006,5398778,5413108,5446575,5454527,5422006,5398778,5413108,5446575,5459601,5428000,5401846,5418262,5452060,5467359,5439221,5384890,3038539,3207194,5468914,5441702,5385371,3037698,3206386
3453_original_1387a.png_9dd04a76-dfe7-4855-8d22-50787996ac54.png,3453,77297,46028,53707,39184,93082,77297,46028,53707,39184,93082,75937,48521,55600,41643,95109,50106,50388,111722,91775,1417170,52903,53598,125679,96074,1428448,5442625,5410118,5395451,5404728,5431680,5442625,5410118,5395451,5404728,5431680,5445541,5412733,5396828,5406971,5434771,5455492,5420484,5381254,3050407,3218138,5463125,5428892,5382685,3048364,3216198
3453_original_379a.png_7bcadc10-c406-487f-9296-6d9e0d01eb58.png,3453,82643,53780,63273,46001,95645,82643,53780,63273,46001,95645,78137,45145,54678,45385,94218,53602,55777,115565,94052,1597676,54361,57047,119526,95574,1599649,6155843,6123330,6106125,6117193,6145509,6155843,6123330,6106125,6117193,6145509,6148513,6114905,6100046,6109497,6137114,6165726,6130713,6088199,3450074,3639922,6168017,6133131,6088554,3449426,3639307
3453_original_5024a.png_665672c4-d85f-4f6a-ab23-270c71398c5e.png,3453,86159,52024,61919,46888,104910,86159,52024,61919,46888,104910,87209,52802,62258,46356,103914,56719,58930,132350,105689,1556246,56800,57953,130518,105161,1558371,5956457,5919320,5901845,5912954,5944138,5956457,5919320,5901845,5912954,5944138,5956819,5919610,5902014,5913114,5944568,5973797,5934150,5885492,3335405,3518810,5972848,5934185,5885952,3335783,3519197
3453_original_224a.png_51a73721-0f14-4b8d-9674-c749fb6a7d3a.png,3453,35476,22494,24497,20025,46326,35476,22494,24497,20025,46326,39558,30866,31977,21941,47844,25343,26959,60563,44526,874403,26178,27723,65010,45368,877145,3373022,3357656,3351669,3355443,3367548,3373022,3357656,3351669,3355443,3367548,3380172,3364950,3356803,3362029,3375386,3382691,3366867,3347805,1894698,1999281,3385376,3369507,3347874,1893834,1998433
3453_original_224a.png_757ff4f1-7578-4d3b-9d00-9b6968c1abd5.png,3453,35476,22494,24497,20025,46326,35476,22494,24497,20025,46326,39558,30866,31977,21941,47844,25343,26959,60563,44526,874403,26178,27723,65010,45368,877145,3373022,3357656,3351669,3355443,3367548,3373022,3357656,3351669,3355443,3367548,3380172,3364950,3356803,3362029,3375386,3382691,3366867,3347805,1894698,1999281,3385376,3369507,3347874,1893834,1998433
3453_original_626a.png_8ce43e6e-17b1-4425-95c4-e4e0e7fc9f0b.png,3453,77660,52033,57954,41671,92852,77660,52033,57954,41671,92852,73358,47336,53573,42529,93585,51550,52686,121163,92572,1563209,50540,53633,124691,93868,1563007,6003444,5971659,5955754,5965993,5993004,6003444,5971659,5955754,5965993,5993004,6000020,5967152,5952311,5961875,5988873,6016254,5982576,5939199,3364050,3549369,6018186,5984737,5939577,3363164,3548505
3453_original_224a.png_20bdebee-4b8d-4acc-84b9-77408c004303.png,3453,35476,22494,24497,20025,46326,35476,22494,24497,20025,46326,39558,30866,31977,21941,47844,25343,26959,60563,44526,874403,26178,27723,65010,45368,877145,3373022,3357656,3351669,3355443,3367548,3373022,3357656,3351669,3355443,3367548,3380172,3364950,3356803,3362029,3375386,3382691,3366867,3347805,1894698,1999281,3385376,3369507,3347874,1893834,1998433
3453_original_1387a.png_7b13d300-e644-44d5-8512-a3e21f875442.png,3453,78576,63294,73969,67217,84491,78576,63294,73969,67217,84491,84146,76068,80239,67466,82796,77658,77661,126771,132399,1427071,79526,81751,145882,133180,1434094,5440544,5408004,5386427,5400011,5431253,5440544,5408004,5386427,5400011,5431253,5451152,5417222,5392751,5407804,5442684,5455758,5424785,5372801,3035743,3203757,5463126,5433281,5374968,3032642,3200734
3453_original_970a.png_fecd5bc3-d1b9-4b89-aa61-836b6410ed29.png,3453,63716,40885,44338,34134,80364,63716,40885,44338,34134,80364,62513,41038,44764,35137,80921,44444,44816,97997,81609,1277360,42972,44073,98031,80518,1274803,4903862,4876251,4862780,4871402,4894796,4903862,4876251,4862780,4871402,4894796,4904719,4877380,4863630,4872583,4895729,4916428,4888272,4851933,2748641,2900020,4916784,4888045,4851383,2748266,2899613
3453_original_266a.png_acb0895c-6c80-421e-80f7-ce4c83199b33.png,3453,73511,67086,67717,56809,75625,73511,67086,67717,56809,75625,69819,65804,68767,65673,74253,66712,72122,112325,117448,1434673,69561,72106,121066,120127,1431417,5475145,5446006,5426667,5438287,5467571,5475145,5446006,5426667,5438287,5467571,5470153,5442998,5424147,5435965,5462505,5482852,5456932,5412297,3056112,3225555,5486377,5461574,5413536,3054705,3224183
3453_original_266a.png_7ae7e727-7e9e-49f0-804b-33880172c985.png,3453,63281,45041,48434,36922,82965,63281,45041,48434,36922,82965,66614,46577,49342,35601,80950,43476,46578,104453,80036,1420172,44917,48738,113597,82410,1426704,5467157,5439391,5426468,5434660,5457909,5467157,5439391,5426468,5434660,5457909,5468302,5440853,5427896,5436177,5459160,5478232,5449652,5415427,3066134,3235204,5483679,5455412,5416225,3064544,3233672
3453_original_379a.png_290ac724-7c3c-4370-94ef-71b938949fdb.png,3453,86844,70695,83195,76577,83129,86844,70695,83195,76577,83129,90150,67342,71189,66301,80338,76044,79404,127435,145119,1601683,78407,82126,133215,141490,1605407,6157038,6125605,6101709,6116913,6148703,6157038,6125605,6101709,6116913,6148703,6156740,6122040,6100083,6113433,6147856,6169556,6138700,6084881,3437607,3627869,6170531,6139880,6084825,3437022,3627329
3453_original_388a.png_de2bb0cd-b911-42e6-a8c6-bf48d25870a7.png,3453,34767,21873,24230,19659,42825,34767,21873,24230,19659,42825,36779,28585,30331,22163,45015,25665,26974,61636,40158,898711,24535,25174,54242,38058,893634,3471039,3457355,3452074,3455377,3466165,3471039,3457355,3452074,3455377,3466165,3477187,3463545,3456307,3460965,3472875,3482757,3468688,3448330,1949926,2057721,3478877,3464368,3447578,1951196,2058936
3453_original_1387a.png_e64f3c8a-a184-4861-941b-459aba475eb2.png,3453,77297,46028,53707,39184,93082,77297,46028,53707,39184,93082,75937,48521,55600,41643,95109,50106,50388,111722,91775,1417170,52903,53598,125679,96074,1428448,5442625,5410118,5395451,5404728,5431680,5442625,5410118,5395451,5404728,5431680,5445541,5412733,5396828,5406971,5434771,5455492,5420484,5381254,3050407,3218138,5463125,5428892,5382685,3048364,3216198
3453_original_970a.png_769463de-b6f8-4fe6-816d-f05a54608646.png,3453,63716,40885,44338,34134,80364,63716,40885,44338,34134,80364,62513,41038,44764,35137,80921,44444,44816,97997,81609,1277360,42972,44073,98031,80518,1274803,4903862,4876251,4862780,4871402,4894796,4903862,4876251,4862780,4871402,4894796,4904719,4877380,4863630,4872583,4895729,4916428,4888272,4851933,2748641,2900020,4916784,4888045,4851383,2748266,2899613
3453_original_229a (3).png_ee8fca15-4f52-4e0a-b408-13d4d5c3e550.png,3453,39752,24995,28698,22220,47492,39752,24995,28698,22220,47492,40519,28891,31988,23914,49205,27207,28244,60120,44413,904316,28231,30226,66823,46561,908353,3497246,3481615,3474810,3479134,3491854,3497246,3481615,3474810,3479134,3491854,3500679,3484635,3476768,3481766,3495483,3504689,3487904,3468278,1963883,2072174,3508397,3491984,3469319,1962913,2071265
3453_original_224a.png_31f4153b-09df-418f-836e-6a22262d86ba.png,3453,37107,25877,30903,27958,41973,37107,25877,30903,27958,41973,43323,36533,37399,26311,41973,35641,34295,60989,59186,873106,34100,35912,66680,62840,875313,3373155,3357639,3350315,3354986,3368003,3373155,3357639,3350315,3354986,3368003,3381409,3366053,3357175,3362625,3377257,3383335,3368323,3347377,1891702,1996412,3385498,3370734,3347642,1890748,1995467
3453_original_224a.png_5b6de063-6399-4eb5-b5f3-99d9347e000d.png,3453,35476,22494,24497,20025,46326,35476,22494,24497,20025,46326,39558,30866,31977,21941,47844,25343,26959,60563,44526,874403,26178,27723,65010,45368,877145,3373022,3357656,3351669,3355443,3367548,3373022,3357656,3351669,3355443,3367548,3380172,3364950,3356803,3362029,3375386,3382691,3366867,3347805,1894698,1999281,3385376,3369507,3347874,1893834,1998433
3453_original_1094a.png_4f1c1830-a841-419b-ac1a-ef47e0921c59.png,3453,69412,40941,46356,34521,83303,69412,40941,46356,34521,83303,67599,45444,50959,38602,86700,45856,47604,105960,81803,1415282,46022,48696,108262,81767,1415713,5448524,5419721,5406886,5414973,5438795,5448524,5419721,5406886,5414973,5438795,5454369,5425842,5411105,5420630,5445170,5464028,5433750,5396126,3056407,3224788,5465456,5435452,5396734,3056167,3224559
3453_original_379a.png_77ac0f19-ed6f-454f-ad4d-661dbdd4f59b.png,3453,82643,53780,63273,46001,95645,82643,53780,63273,46001,95645,78137,45145,54678,45385,94218,53602,55777,115565,94052,1597676,54361,57047,119526,95574,1599649,6155843,6123330,6106125,6117193,6145509,6155843,6123330,6106125,6117193,6145509,6148513,6114905,6100046,6109497,6137114,6165726,6130713,6088199,3450074,3639922,6168017,6133131,6088554,3449426,3639307
3453_original_229a (3).png_b9fae201-0fad-410c-ba91-df8fac61bedd.png,3453,47242,40851,49648,47207,47384,47242,40851,49648,47207,47384,52990,45783,48593,44990,52331,50518,57913,72470,108221,914911,49447,60424,89318,113822,923990,3502926,3485451,3470256,3480257,3498678,3502926,3485451,3470256,3480257,3498678,3499604,3478125,3464017,3472780,3493441,3507610,3491903,3457490,1950965,2059243,3511127,3495766,3458880,1950438,2058750
3453_original_1387a.png_d89722b7-2c55-4bd6-97ce-a561dfa54d50.png,3453,77297,46028,53707,39184,93082,77297,46028,53707,39184,93082,75937,48521,55600,41643,95109,50106,50388,111722,91775,1417170,52903,53598,125679,96074,1428448,5442625,5410118,5395451,5404728,5431680,5442625,5410118,5395451,5404728,5431680,5445541,5412733,5396828,5406971,5434771,5455492,5420484,5381254,3050407,3218138,5463125,5428892,5382685,3048364,3216198
3453_original_266a.png_319095ff-4bad-4085-a4ff-99101631d019.png,3453,77124,70065,76782,75387,77189,77124,70065,76782,75387,77189,84227,73460,78456,73976,81816,81889,83768,121693,159943,1441806,78686,85444,131312,168714,1442230,5478880,5448885,5426032,5440233,5471757,5478880,5448885,5426032,5440233,5471757,5479365,5449566,5427264,5441256,5471954,5487819,5461576,5412331,3053791,3223386,5492038,5466614,5413276,3052076,3221684
3453_original_2898a.png_8ffa267a-69a4-425b-a08c-c2732c593675.png,3453,66785,41537,48388,37046,80375,66785,41537,48388,37046,80375,66221,38623,45879,36262,80115,43857,43534,89555,75239,1334783,47066,47422,103615,79593,1344624,5166505,5139745,5126160,5134922,5157805,5166505,5139745,5126160,5134922,5157805,5163323,5136183,5123699,5131598,5154281,5172893,5144030,5111861,2897499,3056925,5181236,5152664,5113617,2895581,3055122
3453_original_626a.png_021e0691-4602-48e5-9d0c-e3f1007d5543.png,3453,86494,77996,81638,64485,83304,86494,77996,81638,64485,83304,78163,69075,68930,74938,80945,74560,79664,135372,135449,1570194,76642,80332,142820,139517,1574265,6012938,5979202,5955900,5970003,6004454,6012938,5979202,5955900,5970003,6004454,6002499,5970129,5948824,5961958,5993173,6021178,5990952,5936034,3351385,3537168,6023110,5993926,5936824,3350781,3536589
3453_original_2898a.png_65cfa9c9-e7fc-418a-8bcc-c34f90eb5da2.png,3453,66785,41537,48388,37046,80375,66785,41537,48388,37046,80375,66221,38623,45879,36262,80115,43857,43534,89555,75239,1334783,47066,47422,103615,79593,1344624,5166505,5139745,5126160,5134922,5157805,5166505,5139745,5126160,5134922,5157805,5163323,5136183,5123699,5131598,5154281,5172893,5144030,5111861,2897499,3056925,5181236,5152664,5113617,2895581,3055122
3453_original_1387a.png_ea9d3c64-3a2c-4e56-9b21-bfde7fe076e5.png,3453,77297,46028,53707,39184,93082,77297,46028,53707,39184,93082,75937,48521,55600,41643,95109,50106,50388,111722,91775,1417170,52903,53598,125679,96074,1428448,5442625,5410118,5395451,5404728,5431680,5442625,5410118,5395451,5404728,5431680,5445541,5412733,5396828,5406971,5434771,5455492,5420484,5381254,3050407,3218138,5463125,5428892,5382685,3048364,3216198
3453_original_2898a.png_ac32a402-606d-406f-8ca7-eb86fe1f26d6.png,3453,69294,60420,64914,61810,72615,69294,60420,64914,61810,72615,74078,61661,64637,55873,72039,66908,65890,96717,107383,1339872,66896,70638,118287,116132,1352693,5169304,5142378,5123580,5135450,5161921,5169304,5142378,5123580,5135450,5161921,5171590,5143285,5124393,5135949,5164215,5177696,5151712,5110135,2888557,3048398,5185558,5159978,5112469,2885870,3045791
3453_original_229a (3).png_5d51520b-0e51-45c9-9330-aedc6a6cde15.png,3453,39752,24995,28698,22220,47492,39752,24995,28698,22220,47492,40519,28891,31988,23914,49205,27207,28244,60120,44413,904316,28231,30226,66823,46561,908353,3497246,3481615,3474810,3479134,3491854,3497246,3481615,3474810,3479134,3491854,3500679,3484635,3476768,3481766,3495483,3504689,3487904,3468278,1963883,2072174,3508397,3491984,3469319,1962913,2071265
13.png,3453,89675,79950,76641,66660,80146,89675,79950,76641,66660,80146,80987,75065,77168,79550,81857,79408,79622,129656,139908,1435007,80705,85298,143948,140963,1437973,5454033,5419528,5394767,5409876,5445186,5454033,5419528,5394767,5409876,5445186,5448609,5416925,5393360,5407826,5440013,5462572,5431796,5377744,3037512,3205779,5467755,5438110,5379672,3035565,3203925
18.png,3453,77297,46028,53707,39184,93082,77297,46028,53707,39184,93082,75937,48521,55600,41643,95109,50106,50388,111722,91775,1417170,52903,53598,125679,96074,1428448,5442625,5410118,5395451,5404728,5431680,5442625,5410118,5395451,5404728,5431680,5445541,5412733,5396828,5406971,5434771,5455492,5420484,5381254,3050407,3218138,5463125,5428892,5382685,3048364,3216198
91.png,3453,63716,40885,44338,34134,80364,63716,40885,44338,34134,80364,62513,41038,44764,35137,80921,44444,44816,97997,81609,1277360,42972,44073,98031,80518,1274803,4903862,4876251,4862780,4871402,4894796,4903862,4876251,4862780,4871402,4894796,4904719,4877380,4863630,4872583,4895729,4916428,4888272,4851933,2748641,2900020,4916784,4888045,4851383,2748266,2899613
